X_Freq_Hz;Y_Ampl_dBc_Hz
6309576.0;-159.893265
6382632.5;-160.022446
6456541.5;-160.120834
6531306.5;-160.199524
6606937.0;-160.254105
6683436.0;-160.185776
6760828.5;-159.973618
6839117.0;-159.76001
6918312.0;-159.744293
6998416.5;-160.006241
7079456.5;-160.242065
7161434.5;-160.406265
7244362.0;-160.634033
7328241.5;-160.818436
7413100.5;-160.960022
7498942.0;-161.15799
7585777.5;-161.439041
7673619.0;-161.671555
7762469.0;-161.735764
7852356.0;-161.734711
7943284.0;-161.78064
8035265.0;-161.88916
8128302.5;-161.860001
8222426.0;-161.615173
8317639.0;-161.451782
8413955.0;-161.694626
8511377.0;-162.182526
8609936.0;-162.267822
8709637.0;-161.812103
8810492.0;-161.258698
8912505.0;-160.889511
